,County,County Code,Avg Daily Precipitation (mm),# of Observations for Daily Precipitation,State,FIPS
2420,"Gibson County, TN",47053,3.54,65745, TN,47053
2421,"Giles County, TN",47055,3.65,80355, TN,47055
2422,"Grainger County, TN",47057,3.01,36525, TN,47057
2423,"Greene County, TN",47059,2.85,80355, TN,47059
2424,"Grundy County, TN",47061,3.74,36525, TN,47061
2425,"Hamblen County, TN",47063,2.88,21915, TN,47063
2426,"Hamilton County, TN",47065,3.6,65745, TN,47065
2427,"Hancock County, TN",47067,2.95,36525, TN,47067
2428,"Hardeman County, TN",47069,3.8,87660, TN,47069
2429,"Hardin County, TN",47071,3.49,65745, TN,47071
2430,"Hawkins County, TN",47073,2.85,58440, TN,47073
2431,"Haywood County, TN",47075,3.54,65745, TN,47075
2432,"Henderson County, TN",47077,3.43,80355, TN,47077
2433,"Henry County, TN",47079,3.42,73050, TN,47079
2434,"Hickman County, TN",47081,3.37,80355, TN,47081
2435,"Houston County, TN",47083,3.31,29220, TN,47083
2436,"Humphreys County, TN",47085,3.38,58440, TN,47085
2437,"Jackson County, TN",47087,3.59,43830, TN,47087
2438,"Jefferson County, TN",47089,2.9,36525, TN,47089
2439,"Johnson County, TN",47091,3.15,36525, TN,47091
2440,"Knox County, TN",47093,3.31,58440, TN,47093
2441,"Lake County, TN",47095,3.36,29220, TN,47095
2442,"Lauderdale County, TN",47097,3.34,58440, TN,47097
2443,"Lawrence County, TN",47099,3.6,80355, TN,47099
2444,"Lewis County, TN",47101,3.52,21915, TN,47101
2445,"Lincoln County, TN",47103,3.43,73050, TN,47103
2446,"Loudon County, TN",47105,3.41,36525, TN,47105
2447,"McMinn County, TN",47107,3.54,51135, TN,47107
2448,"McNairy County, TN",47109,3.8,65745, TN,47109
2449,"Macon County, TN",47111,3.72,43830, TN,47111
2450,"Madison County, TN",47113,3.65,73050, TN,47113
2451,"Marion County, TN",47115,3.73,65745, TN,47115
2452,"Marshall County, TN",47117,3.59,58440, TN,47117
2453,"Maury County, TN",47119,3.58,65745, TN,47119
2454,"Meigs County, TN",47121,3.53,29220, TN,47121
2455,"Monroe County, TN",47123,3.51,73050, TN,47123
2456,"Montgomery County, TN",47125,3.3,58440, TN,47125
2457,"Moore County, TN",47127,3.42,21915, TN,47127
2458,"Morgan County, TN",47129,3.64,58440, TN,47129
2459,"Obion County, TN",47131,3.48,58440, TN,47131
2460,"Overton County, TN",47133,3.65,51135, TN,47133
2461,"Perry County, TN",47135,3.41,51135, TN,47135
2462,"Pickett County, TN",47137,3.59,21915, TN,47137
2463,"Polk County, TN",47139,3.46,51135, TN,47139
2464,"Putnam County, TN",47141,3.78,36525, TN,47141
2465,"Rhea County, TN",47143,3.88,43830, TN,47143
2466,"Roane County, TN",47145,3.54,51135, TN,47145
2467,"Robertson County, TN",47147,3.33,58440, TN,47147
2468,"Rutherford County, TN",47149,3.48,73050, TN,47149
2469,"Scott County, TN",47151,3.56,73050, TN,47151
2470,"Sequatchie County, TN",47153,3.71,29220, TN,47153
2471,"Sevier County, TN",47155,3.35,73050, TN,47155
2472,"Shelby County, TN",47157,3.47,87660, TN,47157
2473,"Smith County, TN",47159,3.48,36525, TN,47159
2474,"Stewart County, TN",47161,3.36,43830, TN,47161
2475,"Sullivan County, TN",47163,2.89,73050, TN,47163
2476,"Sumner County, TN",47165,3.45,51135, TN,47165
2477,"Tipton County, TN",47167,3.38,51135, TN,47167
2478,"Trousdale County, TN",47169,3.61,7305, TN,47169
2479,"Unicoi County, TN",47171,3.14,21915, TN,47171
2480,"Union County, TN",47173,3.26,36525, TN,47173
2481,"Van Buren County, TN",47175,3.67,36525, TN,47175
2482,"Warren County, TN",47177,3.46,58440, TN,47177
2483,"Washington County, TN",47179,2.81,36525, TN,47179
2484,"Wayne County, TN",47181,3.47,87660, TN,47181
2485,"Weakley County, TN",47183,3.52,65745, TN,47183
2486,"White County, TN",47185,3.72,43830, TN,47185
2487,"Williamson County, TN",47187,3.58,65745, TN,47187
2488,"Wilson County, TN",47189,3.45,73050, TN,47189
2489,"Anderson County, TX",48001,3.05,131490, TX,48001
2490,"Andrews County, TX",48003,1.12,131490, TX,48003
2491,"Angelina County, TX",48005,3.36,102270, TX,48005
2492,"Aransas County, TX",48007,2.46,7305, TX,48007
2493,"Archer County, TX",48009,1.97,146100, TX,48009
2494,"Armstrong County, TX",48011,1.45,87660, TX,48011
2495,"Atascosa County, TX",48013,1.95,124185, TX,48013
2496,"Austin County, TX",48015,2.74,65745, TX,48015
2497,"Bailey County, TX",48017,1.2,65745, TX,48017
2498,"Bandera County, TX",48019,2.18,80355, TX,48019
2499,"Bastrop County, TX",48021,2.33,102270, TX,48021
2500,"Baylor County, TX",48023,1.77,116880, TX,48023
2501,"Bee County, TX",48025,2.17,102270, TX,48025
2502,"Bell County, TX",48027,2.41,131490, TX,48027
2503,"Bexar County, TX",48029,2.24,131490, TX,48029
2504,"Blanco County, TX",48031,2.16,87660, TX,48031
2505,"Borden County, TX",48033,1.4,138795, TX,48033
2506,"Bosque County, TX",48035,2.38,109575, TX,48035
2507,"Bowie County, TX",48037,3.4,131490, TX,48037
2508,"Brazoria County, TX",48039,3.43,138795, TX,48039
2509,"Brazos County, TX",48041,2.85,73050, TX,48041
2510,"Brewster County, TX",48043,0.94,679365, TX,48043
2511,"Briscoe County, TX",48045,1.48,116880, TX,48045
2512,"Brooks County, TX",48047,1.85,102270, TX,48047
2513,"Brown County, TX",48049,2.01,124185, TX,48049
2514,"Burleson County, TX",48051,2.62,80355, TX,48051
2515,"Burnet County, TX",48053,2.13,87660, TX,48053
2516,"Caldwell County, TX",48055,2.38,65745, TX,48055
2517,"Calhoun County, TX",48057,2.74,73050, TX,48057
2518,"Callahan County, TX",48059,1.92,87660, TX,48059
2519,"Cameron County, TX",48061,1.84,116880, TX,48061
2520,"Camp County, TX",48063,3.16,36525, TX,48063
2521,"Carson County, TX",48065,1.45,116880, TX,48065
2522,"Cass County, TX",48067,3.36,109575, TX,48067
2523,"Castro County, TX",48069,1.32,116880, TX,48069
2524,"Chambers County, TX",48071,3.66,58440, TX,48071
2525,"Cherokee County, TX",48073,3.15,94965, TX,48073
2526,"Childress County, TX",48075,1.64,65745, TX,48075
2527,"Clay County, TX",48077,2.16,102270, TX,48077
2528,"Cochran County, TX",48079,1.19,87660, TX,48079
2529,"Coke County, TX",48081,1.66,109575, TX,48081
2530,"Coleman County, TX",48083,1.94,153405, TX,48083
2531,"Collin County, TX",48085,2.7,109575, TX,48085
2532,"Collingsworth County, TX",48087,1.65,87660, TX,48087
2533,"Colorado County, TX",48089,2.74,116880, TX,48089
2534,"Comal County, TX",48091,2.4,65745, TX,48091
2535,"Comanche County, TX",48093,2.1,109575, TX,48093
2536,"Concho County, TX",48095,1.82,109575, TX,48095
2537,"Cooke County, TX",48097,2.43,131490, TX,48097
2538,"Coryell County, TX",48099,2.3,116880, TX,48099
2539,"Cottle County, TX",48101,1.64,116880, TX,48101
2540,"Crane County, TX",48103,1.0,87660, TX,48103
2541,"Crockett County, TX",48105,1.2,350640, TX,48105
2542,"Crosby County, TX",48107,1.48,146100, TX,48107
2543,"Culberson County, TX",48109,0.81,416385, TX,48109
2544,"Dallam County, TX",48111,1.15,204540, TX,48111
2545,"Dallas County, TX",48113,2.45,116880, TX,48113
2546,"Dawson County, TX",48115,1.25,124185, TX,48115
2547,"Deaf Smith County, TX",48117,1.37,153405, TX,48117
2548,"Delta County, TX",48119,2.74,36525, TX,48119
2549,"Denton County, TX",48121,2.44,87660, TX,48121
2550,"DeWitt County, TX",48123,2.5,116880, TX,48123
2551,"Dickens County, TX",48125,1.63,116880, TX,48125
2552,"Dimmit County, TX",48127,1.5,131490, TX,48127
2553,"Donley County, TX",48129,1.54,109575, TX,48129
2554,"Duval County, TX",48131,1.79,160710, TX,48131
2555,"Eastland County, TX",48133,2.01,94965, TX,48133
2556,"Ector County, TX",48135,1.08,116880, TX,48135
2557,"Edwards County, TX",48137,1.72,233760, TX,48137
2558,"Ellis County, TX",48139,2.62,94965, TX,48139
2559,"El Paso County, TX",48141,0.75,116880, TX,48141
2560,"Erath County, TX",48143,2.27,131490, TX,48143
2561,"Falls County, TX",48145,2.59,94965, TX,48145
2562,"Fannin County, TX",48147,2.98,102270, TX,48147
2563,"Fayette County, TX",48149,2.46,102270, TX,48149
2564,"Fisher County, TX",48151,1.68,116880, TX,48151
2565,"Floyd County, TX",48153,1.51,94965, TX,48153
2566,"Foard County, TX",48155,1.69,65745, TX,48155
2567,"Fort Bend County, TX",48157,3.15,102270, TX,48157
2568,"Franklin County, TX",48159,3.01,21915, TX,48159
2569,"Freestone County, TX",48161,2.73,109575, TX,48161
2570,"Frio County, TX",48163,1.82,146100, TX,48163
2571,"Gaines County, TX",48165,1.15,175320, TX,48165
2572,"Galveston County, TX",48167,3.36,51135, TX,48167
2573,"Garza County, TX",48169,1.47,87660, TX,48169
2574,"Gillespie County, TX",48171,2.09,109575, TX,48171
2575,"Glasscock County, TX",48173,1.28,116880, TX,48173
2576,"Goliad County, TX",48175,2.41,109575, TX,48175
2577,"Gonzales County, TX",48177,2.42,116880, TX,48177
2578,"Gray County, TX",48179,1.59,146100, TX,48179
2579,"Grayson County, TX",48181,2.62,124185, TX,48181
2580,"Gregg County, TX",48183,3.17,21915, TX,48183
2581,"Grimes County, TX",48185,3.02,87660, TX,48185
2582,"Guadalupe County, TX",48187,2.45,80355, TX,48187
2583,"Hale County, TX",48189,1.33,102270, TX,48189
2584,"Hall County, TX",48191,1.56,109575, TX,48191
2585,"Hamilton County, TX",48193,2.21,94965, TX,48193
2586,"Hansford County, TX",48195,1.4,116880, TX,48195
2587,"Hardeman County, TX",48197,1.75,80355, TX,48197
2588,"Hardin County, TX",48199,3.79,94965, TX,48199
2589,"Harris County, TX",48201,3.38,204540, TX,48201
2590,"Harrison County, TX",48203,3.26,131490, TX,48203
2591,"Hartley County, TX",48205,1.2,153405, TX,48205
2592,"Haskell County, TX",48207,1.75,87660, TX,48207
2593,"Hays County, TX",48209,2.22,65745, TX,48209
2594,"Hemphill County, TX",48211,1.67,87660, TX,48211
2595,"Henderson County, TX",48213,2.82,109575, TX,48213
2596,"Hidalgo County, TX",48215,1.58,182625, TX,48215
2597,"Hill County, TX",48217,2.57,124185, TX,48217
2598,"Hockley County, TX",48219,1.24,116880, TX,48219
2599,"Hood County, TX",48221,2.31,36525, TX,48221
2600,"Hopkins County, TX",48223,2.86,94965, TX,48223
2601,"Houston County, TX",48225,3.16,138795, TX,48225
2602,"Howard County, TX",48227,1.35,109575, TX,48227
2603,"Hudspeth County, TX",48229,0.77,547875, TX,48229
2604,"Hunt County, TX",48231,2.82,80355, TX,48231
2605,"Hutchinson County, TX",48233,1.38,87660, TX,48233
2606,"Irion County, TX",48235,1.28,87660, TX,48235
2607,"Jack County, TX",48237,2.14,109575, TX,48237
2608,"Jackson County, TX",48239,2.94,87660, TX,48239
2609,"Jasper County, TX",48241,3.65,124185, TX,48241
2610,"Jeff Davis County, TX",48243,0.99,255675, TX,48243
2611,"Jefferson County, TX",48245,3.84,116880, TX,48245
2612,"Jim Hogg County, TX",48247,1.77,146100, TX,48247
2613,"Jim Wells County, TX",48249,1.88,80355, TX,48249
2614,"Johnson County, TX",48251,2.41,65745, TX,48251
2615,"Jones County, TX",48253,1.75,116880, TX,48253
2616,"Karnes County, TX",48255,2.1,73050, TX,48255
2617,"Kaufman County, TX",48257,2.66,87660, TX,48257
2618,"Kendall County, TX",48259,2.41,65745, TX,48259
2619,"Kenedy County, TX",48261,1.86,138795, TX,48261
2620,"Kent County, TX",48263,1.59,87660, TX,48263
2621,"Kerr County, TX",48265,2.06,138795, TX,48265
2622,"Kimble County, TX",48267,1.67,175320, TX,48267
2623,"King County, TX",48269,1.65,116880, TX,48269
2624,"Kinney County, TX",48271,1.76,146100, TX,48271
2625,"Kleberg County, TX",48273,2.02,80355, TX,48273
2626,"Knox County, TX",48275,1.69,109575, TX,48275
2627,"Lamar County, TX",48277,2.9,124185, TX,48277
2628,"Lamb County, TX",48279,1.27,87660, TX,48279
2629,"Lampasas County, TX",48281,2.1,87660, TX,48281
2630,"La Salle County, TX",48283,1.7,182625, TX,48283
2631,"Lavaca County, TX",48285,2.7,109575, TX,48285
2632,"Lee County, TX",48287,2.37,73050, TX,48287
2633,"Leon County, TX",48289,2.8,116880, TX,48289
2634,"Liberty County, TX",48291,3.61,131490, TX,48291
2635,"Limestone County, TX",48293,2.66,109575, TX,48293
2636,"Lipscomb County, TX",48295,1.62,116880, TX,48295
2637,"Live Oak County, TX",48297,1.83,146100, TX,48297
2638,"Llano County, TX",48299,1.9,109575, TX,48299
2639,"Loving County, TX",48301,0.73,65745, TX,48301
2640,"Lubbock County, TX",48303,1.3,116880, TX,48303
2641,"Lynn County, TX",48305,1.35,109575, TX,48305
2642,"McCulloch County, TX",48307,1.88,109575, TX,48307
2643,"McLennan County, TX",48309,2.49,116880, TX,48309
2644,"McMullen County, TX",48311,1.7,109575, TX,48311
2645,"Madison County, TX",48313,2.95,65745, TX,48313
2646,"Marion County, TX",48315,3.26,43830, TX,48315
2647,"Martin County, TX",48317,1.25,87660, TX,48317
2648,"Mason County, TX",48319,1.83,109575, TX,48319
2649,"Matagorda County, TX",48321,3.09,131490, TX,48321
2650,"Maverick County, TX",48323,1.54,138795, TX,48323
2651,"Medina County, TX",48325,1.99,153405, TX,48325
2652,"Menard County, TX",48327,1.71,102270, TX,48327
2653,"Midland County, TX",48329,1.16,116880, TX,48329
2654,"Milam County, TX",48331,2.48,124185, TX,48331
2655,"Mills County, TX",48333,2.08,94965, TX,48333
2656,"Mitchell County, TX",48335,1.52,87660, TX,48335
2657,"Montague County, TX",48337,2.27,124185, TX,48337
2658,"Montgomery County, TX",48339,3.17,116880, TX,48339
2659,"Moore County, TX",48341,1.25,87660, TX,48341
2660,"Morris County, TX",48343,3.28,51135, TX,48343
2661,"Motley County, TX",48345,1.62,116880, TX,48345
2662,"Nacogdoches County, TX",48347,3.37,124185, TX,48347
2663,"Navarro County, TX",48349,2.61,124185, TX,48349
2664,"Newton County, TX",48351,3.74,94965, TX,48351
2665,"Nolan County, TX",48353,1.75,87660, TX,48353
2666,"Nueces County, TX",48355,2.13,116880, TX,48355
2667,"Ochiltree County, TX",48357,1.54,146100, TX,48357
2668,"Oldham County, TX",48359,1.32,204540, TX,48359
2669,"Orange County, TX",48361,3.91,36525, TX,48361
2670,"Palo Pinto County, TX",48363,2.14,146100, TX,48363
2671,"Panola County, TX",48365,3.34,102270, TX,48365
2672,"Parker County, TX",48367,2.24,116880, TX,48367
2673,"Parmer County, TX",48369,1.28,116880, TX,48369
2674,"Pecos County, TX",48371,0.99,547875, TX,48371
2675,"Polk County, TX",48373,3.42,124185, TX,48373
2676,"Potter County, TX",48375,1.33,116880, TX,48375
2677,"Presidio County, TX",48377,0.88,452910, TX,48377
2678,"Rains County, TX",48379,2.87,36525, TX,48379
2679,"Randall County, TX",48381,1.38,87660, TX,48381
2680,"Reagan County, TX",48383,1.17,116880, TX,48383
2681,"Real County, TX",48385,1.94,73050, TX,48385
2682,"Red River County, TX",48387,3.2,116880, TX,48387
2683,"Reeves County, TX",48389,0.73,299505, TX,48389
2684,"Refugio County, TX",48391,2.61,87660, TX,48391
2685,"Roberts County, TX",48393,1.58,109575, TX,48393
2686,"Robertson County, TX",48395,2.65,87660, TX,48395
2687,"Rockwall County, TX",48397,2.71,14610, TX,48397
2688,"Runnels County, TX",48399,1.81,116880, TX,48399
2689,"Rusk County, TX",48401,3.19,102270, TX,48401
2690,"Sabine County, TX",48403,3.53,73050, TX,48403
2691,"San Augustine County, TX",48405,3.52,73050, TX,48405
2692,"San Jacinto County, TX",48407,3.23,80355, TX,48407
2693,"San Patricio County, TX",48409,2.31,73050, TX,48409
2694,"San Saba County, TX",48411,1.96,160710, TX,48411
2695,"Schleicher County, TX",48413,1.47,153405, TX,48413
2696,"Scurry County, TX",48415,1.55,116880, TX,48415
2697,"Shackelford County, TX",48417,1.94,116880, TX,48417
2698,"Shelby County, TX",48419,3.51,94965, TX,48419
2699,"Sherman County, TX",48421,1.27,116880, TX,48421
2700,"Smith County, TX",48423,3.0,109575, TX,48423
2701,"Somervell County, TX",48425,2.26,21915, TX,48425
2702,"Starr County, TX",48427,1.48,116880, TX,48427
2703,"Stephens County, TX",48429,2.02,116880, TX,48429
2704,"Sterling County, TX",48431,1.39,87660, TX,48431
2705,"Stonewall County, TX",48433,1.64,87660, TX,48433
2706,"Sutton County, TX",48435,1.53,204540, TX,48435
2707,"Swisher County, TX",48437,1.36,116880, TX,48437
2708,"Tarrant County, TX",48439,2.49,116880, TX,48439
2709,"Taylor County, TX",48441,1.82,87660, TX,48441
2710,"Terrell County, TX",48443,1.1,277590, TX,48443
2711,"Terry County, TX",48445,1.23,87660, TX,48445
2712,"Throckmorton County, TX",48447,1.86,87660, TX,48447
2713,"Titus County, TX",48449,3.15,29220, TX,48449
2714,"Tom Green County, TX",48451,1.54,211845, TX,48451
2715,"Travis County, TX",48453,2.21,138795, TX,48453
2716,"Trinity County, TX",48455,3.28,80355, TX,48455
2717,"Tyler County, TX",48457,3.67,102270, TX,48457
2718,"Upshur County, TX",48459,3.11,58440, TX,48459
2719,"Upton County, TX",48461,1.07,116880, TX,48461
2720,"Uvalde County, TX",48463,1.79,175320, TX,48463
2721,"Val Verde County, TX",48465,1.39,321420, TX,48465
2722,"Van Zandt County, TX",48467,2.94,109575, TX,48467
2723,"Victoria County, TX",48469,2.74,109575, TX,48469
2724,"Walker County, TX",48471,3.09,87660, TX,48471
2725,"Waller County, TX",48473,2.87,65745, TX,48473
2726,"Ward County, TX",48475,0.87,87660, TX,48475
2727,"Washington County, TX",48477,2.7,80355, TX,48477
2728,"Webb County, TX",48479,1.51,401775, TX,48479
2729,"Wharton County, TX",48481,3.04,131490, TX,48481
2730,"Wheeler County, TX",48483,1.7,116880, TX,48483
2731,"Wichita County, TX",48485,1.94,65745, TX,48485
2732,"Wilbarger County, TX",48487,1.81,102270, TX,48487
2733,"Willacy County, TX",48489,1.76,58440, TX,48489
2734,"Williamson County, TX",48491,2.41,116880, TX,48491
2735,"Wilson County, TX",48493,2.19,87660, TX,48493
2736,"Winkler County, TX",48495,0.95,124185, TX,48495
2737,"Wise County, TX",48497,2.26,87660, TX,48497
2738,"Wood County, TX",48499,2.94,94965, TX,48499
2739,"Yoakum County, TX",48501,1.17,65745, TX,48501
2740,"Young County, TX",48503,2.06,109575, TX,48503
2741,"Zapata County, TX",48505,1.45,109575, TX,48505
2742,"Zavala County, TX",48507,1.57,175320, TX,48507
2743,"Beaver County, UT",49001,0.9,365250, UT,49001
2744,"Box Elder County, UT",49003,0.85,861990, UT,49003
2745,"Cache County, UT",49005,1.95,160710, UT,49005
2746,"Carbon County, UT",49007,0.98,138795, UT,49007
2747,"Daggett County, UT",49009,1.11,109575, UT,49009
2748,"Davis County, UT",49011,1.39,80355, UT,49011
2749,"Duchesne County, UT",49013,1.24,430995, UT,49013
2750,"Emery County, UT",49015,0.63,555180, UT,49015
2751,"Garfield County, UT",49017,0.86,650145, UT,49017
2752,"Grand County, UT",49019,0.83,504045, UT,49019
2753,"Iron County, UT",49021,1.03,387165, UT,49021
2754,"Juab County, UT",49023,0.81,445605, UT,49023
2755,"Kane County, UT",49025,0.85,452910, UT,49025
2756,"Millard County, UT",49027,0.74,759720, UT,49027
2757,"Morgan County, UT",49029,1.8,80355, UT,49029
2758,"Piute County, UT",49031,1.05,94965, UT,49031
2759,"Rich County, UT",49033,1.06,153405, UT,49033
2760,"Salt Lake County, UT",49035,1.7,102270, UT,49035
2761,"San Juan County, UT",49037,0.76,1015395, UT,49037
2762,"Sanpete County, UT",49039,1.29,211845, UT,49039
2763,"Sevier County, UT",49041,1.07,241065, UT,49041
2764,"Summit County, UT",49043,1.73,233760, UT,49043
2765,"Tooele County, UT",49045,0.75,935040, UT,49045
2766,"Uintah County, UT",49047,0.8,591705, UT,49047
2767,"Utah County, UT",49049,1.38,292200, UT,49049
2768,"Wasatch County, UT",49051,1.63,182625, UT,49051
2769,"Washington County, UT",49053,1.07,292200, UT,49053
2770,"Wayne County, UT",49055,0.65,336030, UT,49055
2771,"Weber County, UT",49057,1.89,87660, UT,49057
2772,"Addison County, VT",50001,2.93,94965, VT,50001
2773,"Bennington County, VT",50003,3.68,73050, VT,50003
2774,"Caledonia County, VT",50005,3.12,94965, VT,50005
2775,"Chittenden County, VT",50007,2.79,94965, VT,50007
2776,"Essex County, VT",50009,3.23,87660, VT,50009
2777,"Franklin County, VT",50011,3.12,102270, VT,50011
2778,"Grand Isle County, VT",50013,2.39,21915, VT,50013
2779,"Lamoille County, VT",50015,3.45,58440, VT,50015
2780,"Orange County, VT",50017,3.04,87660, VT,50017
2781,"Orleans County, VT",50019,3.27,94965, VT,50019
2782,"Rutland County, VT",50021,3.23,146100, VT,50021
2783,"Washington County, VT",50023,3.34,109575, VT,50023
2784,"Windham County, VT",50025,3.74,102270, VT,50025
2785,"Windsor County, VT",50027,3.33,124185, VT,50027
2786,"Accomack County, VA",51001,3.05,73050, VA,51001
2787,"Albemarle County, VA",51003,3.27,87660, VA,51003
2788,"Alleghany County, VA",51005,2.75,58440, VA,51005
2789,"Amelia County, VA",51007,3.16,43830, VA,51007
2790,"Amherst County, VA",51009,3.16,58440, VA,51009
2791,"Appomattox County, VA",51011,3.1,36525, VA,51011
2792,"Arlington County, VA",51013,3.1,7305, VA,51013
2793,"Augusta County, VA",51015,2.97,146100, VA,51015
2794,"Bath County, VA",51017,2.92,65745, VA,51017
2795,"Bedford County, VA",51019,3.19,102270, VA,51019
2796,"Bland County, VA",51021,2.81,43830, VA,51021
2797,"Botetourt County, VA",51023,3.05,65745, VA,51023
2798,"Brunswick County, VA",51025,3.25,73050, VA,51025
2799,"Buchanan County, VA",51027,2.93,58440, VA,51027
2800,"Buckingham County, VA",51029,3.04,87660, VA,51029
2801,"Campbell County, VA",51031,3.03,58440, VA,51031
2802,"Caroline County, VA",51033,3.12,58440, VA,51033
2803,"Carroll County, VA",51035,2.97,65745, VA,51035
2804,"Charles City County, VA",51036,3.18,29220, VA,51036
2805,"Charlotte County, VA",51037,3.07,58440, VA,51037
2806,"Chesterfield County, VA",51041,3.19,43830, VA,51041
2807,"Clarke County, VA",51043,2.91,29220, VA,51043
2808,"Craig County, VA",51045,2.92,43830, VA,51045
2809,"Culpeper County, VA",51047,3.2,43830, VA,51047
2810,"Cumberland County, VA",51049,3.03,29220, VA,51049
2811,"Dickenson County, VA",51051,2.82,36525, VA,51051
2812,"Dinwiddie County, VA",51053,3.24,58440, VA,51053
2813,"Essex County, VA",51057,3.16,36525, VA,51057
2814,"Fairfax County, VA",51059,3.09,51135, VA,51059
2815,"Fauquier County, VA",51061,3.09,80355, VA,51061
2816,"Floyd County, VA",51063,3.01,51135, VA,51063
2817,"Fluvanna County, VA",51065,2.94,36525, VA,51065
2818,"Franklin County, VA",51067,3.16,73050, VA,51067
2819,"Frederick County, VA",51069,2.77,51135, VA,51069
2820,"Giles County, VA",51071,2.7,36525, VA,51071
2821,"Gloucester County, VA",51073,3.25,21915, VA,51073
2822,"Goochland County, VA",51075,3.04,36525, VA,51075
2823,"Grayson County, VA",51077,3.0,29220, VA,51077
2824,"Greene County, VA",51079,3.39,21915, VA,51079
2825,"Greensville County, VA",51081,3.18,36525, VA,51081
2826,"Halifax County, VA",51083,3.07,109575, VA,51083
2827,"Hanover County, VA",51085,3.11,58440, VA,51085
2828,"Henrico County, VA",51087,3.15,21915, VA,51087
2829,"Henry County, VA",51089,3.21,58440, VA,51089
2830,"Highland County, VA",51091,2.88,43830, VA,51091
2831,"Isle of Wight County, VA",51093,3.27,43830, VA,51093
2832,"James City County, VA",51095,3.26,14610, VA,51095
2833,"King and Queen County, VA",51097,3.18,29220, VA,51097
2834,"King George County, VA",51099,3.11,36525, VA,51099
2835,"King William County, VA",51101,3.16,51135, VA,51101
2836,"Lancaster County, VA",51103,3.14,21915, VA,51103
2837,"Lee County, VA",51105,3.2,51135, VA,51105
2838,"Loudoun County, VA",51107,3.15,58440, VA,51107
2839,"Louisa County, VA",51109,3.04,65745, VA,51109
2840,"Lunenburg County, VA",51111,3.16,65745, VA,51111
2841,"Madison County, VA",51113,3.35,36525, VA,51113
2842,"Mathews County, VA",51115,3.23,7305, VA,51115
2843,"Mecklenburg County, VA",51117,3.13,94965, VA,51117
2844,"Middlesex County, VA",51119,3.17,21915, VA,51119
2845,"Montgomery County, VA",51121,2.83,43830, VA,51121
2846,"Nelson County, VA",51125,3.34,43830, VA,51125
2847,"New Kent County, VA",51127,3.17,29220, VA,51127
2848,"Northampton County, VA",51131,2.98,21915, VA,51131
2849,"Northumberland County, VA",51133,3.13,21915, VA,51133
2850,"Nottoway County, VA",51135,3.19,43830, VA,51135
2851,"Orange County, VA",51137,3.08,51135, VA,51137
2852,"Page County, VA",51139,2.96,29220, VA,51139
2853,"Patrick County, VA",51141,3.44,80355, VA,51141
2854,"Pittsylvania County, VA",51143,3.06,131490, VA,51143
2855,"Powhatan County, VA",51145,3.11,36525, VA,51145
2856,"Prince Edward County, VA",51147,3.1,43830, VA,51147
2857,"Prince George County, VA",51149,3.19,21915, VA,51149
2858,"Prince William County, VA",51153,3.0,43830, VA,51153
2859,"Pulaski County, VA",51155,2.59,43830, VA,51155
2860,"Rappahannock County, VA",51157,3.27,36525, VA,51157
2861,"Richmond County, VA",51159,3.19,14610, VA,51159
2862,"Roanoke County, VA",51161,2.98,29220, VA,51161
2863,"Rockbridge County, VA",51163,3.11,65745, VA,51163
2864,"Rockingham County, VA",51165,2.74,102270, VA,51165
2865,"Russell County, VA",51167,2.84,43830, VA,51167
2866,"Scott County, VA",51169,3.05,51135, VA,51169
2867,"Shenandoah County, VA",51171,2.77,58440, VA,51171
2868,"Smyth County, VA",51173,2.94,65745, VA,51173
2869,"Southampton County, VA",51175,3.23,94965, VA,51175
2870,"Spotsylvania County, VA",51177,3.02,51135, VA,51177
2871,"Stafford County, VA",51179,3.01,29220, VA,51179
2872,"Surry County, VA",51181,3.28,43830, VA,51181
2873,"Sussex County, VA",51183,3.25,58440, VA,51183
2874,"Tazewell County, VA",51185,2.87,65745, VA,51185
2875,"Warren County, VA",51187,3.01,29220, VA,51187
2876,"Washington County, VA",51191,2.89,65745, VA,51191
2877,"Westmoreland County, VA",51193,3.15,29220, VA,51193
2878,"Wise County, VA",51195,2.97,58440, VA,51195
2879,"Wythe County, VA",51197,2.64,58440, VA,51197
2880,"York County, VA",51199,3.34,14610, VA,51199
2881,"Alexandria city, VA",51510,3.08,7305, VA,51510
2882,"Bedford city, VA",51515,3.13,7305, VA,51515
2883,"Bristol city, VA",51520,2.81,7305, VA,51520
2884,"Buena Vista city, VA",51530,3.05,7305, VA,51530
2885,"Charlottesville city, VA",51540,3.18,7305, VA,51540
2886,"Chesapeake city, VA",51550,3.25,51135, VA,51550
2887,"Clifton Forge city, VA",51560,2.83,7305, VA,51560
2888,"Colonial Heights city, VA",51570,3.18,7305, VA,51570
2889,"Covington city, VA",51580,2.63,7305, VA,51580
2890,"Danville city, VA",51590,3.05,7305, VA,51590
2891,"Emporia city, VA",51595,3.15,7305, VA,51595
2892,"Fairfax city, VA",51600,3.08,7305, VA,51600
2893,"Falls Church city, VA",51610,3.11,7305, VA,51610
2894,"Franklin city, VA",51620,3.29,7305, VA,51620
2895,"Fredericksburg city, VA",51630,3.01,7305, VA,51630
2896,"Galax city, VA",51640,2.91,7305, VA,51640
2897,"Hampton city, VA",51650,3.25,14610, VA,51650
2898,"Harrisonburg city, VA",51660,2.56,7305, VA,51660
2899,"Hopewell city, VA",51670,3.18,7305, VA,51670
